customer_id,Recency,Frequency,Monetary,AvgOrderValue,PurchaseRate,CLV_1yr,R,F,M,RFM_Score,RFM_Segment,Cluster,Segment
C03769,15,12,3596.67,299.7225,0.032876712,3596.67,5,5,5,15,Champions,1,Loyalists
C03770,152,8,669.05,83.63125,0.021917808,669.05,2,4,3,9,At-Risk,0,At-Risk
C03771,315,1,64.52,64.52,0.002739726,64.52,1,1,1,3,Dormant,2,Dormant
C03772,75,9,1378.42,153.1577778,0.024657534,1378.42,3,4,4,11,Loyalists,3,At-Risk
C03773,83,3,313.82,104.6066667,0.008219178,313.82,3,2,2,7,At-Risk,0,At-Risk
C03774,130,3,287.64,95.88,0.008219178,287.64,2,2,2,6,At-Risk,0,At-Risk
C03775,275,1,78.57,78.57,0.002739726,78.57,1,1,1,3,Dormant,2,Dormant
C03776,371,1,65.77,65.77,0.002739726,65.77,1,1,1,3,Dormant,2,Dormant
C03777,128,5,534.8,106.96,0.01369863,534.8,2,3,3,8,At-Risk,0,At-Risk
C03778,108,6,520.15,86.69166667,0.016438356,520.15,3,3,3,9,At-Risk,0,At-Risk
C03779,333,4,171.09,42.7725,0.010958904,171.09,1,3,2,6,At-Risk,2,Dormant
C03780,88,5,900.39,180.078,0.01369863,900.39,3,3,3,9,At-Risk,0,At-Risk
C03781,47,13,2307.92,177.5323077,0.035616438,2307.92,4,5,4,13,Champions,3,At-Risk
C03782,25,20,5649.91,282.4955,0.054794521,5649.91,4,5,5,14,Champions,1,Loyalists
C03783,289,1,36.47,36.47,0.002739726,36.47,1,1,1,3,Dormant,2,Dormant
C03784,305,2,129.95,64.975,0.005479452,129.95,1,2,2,5,Dormant,2,Dormant
C03785,11,12,3707.36,308.9466667,0.032876712,3707.36,5,5,5,15,Champions,1,Loyalists
C03786,202,1,111.25,111.25,0.002739726,111.25,2,1,1,4,Dormant,2,Dormant
C03787,49,7,1050.77,150.11,0.019178082,1050.77,4,4,4,12,Loyalists,3,At-Risk
C03788,14,21,6442.74,306.7971429,0.057534247,6442.74,5,5,5,15,Champions,1,Loyalists
C03789,357,1,33.96,33.96,0.002739726,33.96,1,1,1,3,Dormant,2,Dormant
C03790,11,13,3582.62,275.5861538,0.035616438,3582.62,5,5,5,15,Champions,1,Loyalists
C03791,10,13,3733.16,287.1661538,0.035616438,3733.16,5,5,5,15,Champions,1,Loyalists
C03792,90,4,244.92,61.23,0.010958904,244.92,3,3,2,8,At-Risk,0,At-Risk
C03793,178,6,517.68,86.28,0.016438356,517.68,2,3,3,8,At-Risk,0,At-Risk
C03794,23,17,5596.33,329.1958824,0.046575342,5596.33,4,5,5,14,Champions,1,Loyalists
C03795,165,2,310.96,155.48,0.005479452,310.96,2,2,2,6,At-Risk,0,At-Risk
C03796,113,3,289.86,96.62,0.008219178,289.86,3,2,2,7,At-Risk,0,At-Risk
C03797,3,18,5831.5234,323.9735222,0.049315068,5831.5234,5,5,5,15,Champions,1,Loyalists
C03798,14,18,5200.73,288.9294444,0.049315068,5200.73,5,5,5,15,Champions,1,Loyalists
C03799,147,1,84.62,84.62,0.002739726,84.62,2,1,1,4,Dormant,2,Dormant
C03800,61,6,782.77,130.4616667,0.016438356,782.77,3,3,3,9,At-Risk,3,At-Risk
C03801,359,1,64.27,64.27,0.002739726,64.27,1,1,1,3,Dormant,2,Dormant
C03802,287,2,62.63,31.315,0.005479452,62.63,1,2,1,4,Dormant,2,Dormant
C03803,281,3,146.46,48.82,0.008219178,146.46,1,2,2,5,Dormant,2,Dormant
C03804,75,6,872.66,145.4433333,0.016438356,872.66,3,3,3,9,At-Risk,0,At-Risk
C03805,330,1,39.11,39.11,0.002739726,39.11,1,1,1,3,Dormant,2,Dormant
C03806,41,8,1268.64,158.58,0.021917808,1268.64,4,4,4,12,Loyalists,3,At-Risk
C03807,65,12,1886.21,157.1841667,0.032876712,1886.21,3,5,4,12,Loyalists,3,At-Risk
C03808,22,22,6815.84,309.8109091,0.060273973,6815.84,4,5,5,14,Champions,1,Loyalists
C03809,17,23,7396.65,321.5934783,0.063013699,7396.65,5,5,5,15,Champions,1,Loyalists
C03810,182,3,290.42,96.80666667,0.008219178,290.42,2,2,2,6,At-Risk,0,At-Risk
C03811,33,11,1725.75,156.8863636,0.030136986,1725.75,4,4,4,12,Loyalists,3,At-Risk
C03812,18,15,4112.97,274.198,0.04109589,4112.97,4,5,5,14,Champions,1,Loyalists
C03813,147,3,345.32,115.1066667,0.008219178,345.32,2,2,2,6,At-Risk,0,At-Risk
C03814,46,8,878.99,109.87375,0.021917808,878.99,4,4,3,11,Loyalists,3,At-Risk
C03815,141,4,466.88,116.72,0.010958904,466.88,2,3,3,8,At-Risk,0,At-Risk
C03816,33,7,1057.48,151.0685714,0.019178082,1057.48,4,4,4,12,Loyalists,3,At-Risk
C03817,297,1,22.36,22.36,0.002739726,22.36,1,1,1,3,Dormant,2,Dormant
C03818,399,1,58.05,58.05,0.002739726,58.05,1,1,1,3,Dormant,2,Dormant
C03819,53,3,486.16,162.0533333,0.008219178,486.16,3,2,3,8,At-Risk,0,At-Risk
C03820,30,9,1268.73,140.97,0.024657534,1268.73,4,4,4,12,Loyalists,3,At-Risk
C03821,62,8,765.61,95.70125,0.021917808,765.61,3,4,3,10,Loyalists,3,At-Risk
C03822,345,1,49.9,49.9,0.002739726,49.9,1,1,1,3,Dormant,2,Dormant
C03823,59,9,1384.59,153.8433333,0.024657534,1384.59,3,4,4,11,Loyalists,3,At-Risk
C03824,3,28,8605.84,307.3514286,0.076712329,8605.84,5,5,5,15,Champions,1,Loyalists
C03825,17,10,2796.59,279.659,0.02739726,2796.59,5,4,4,13,Champions,3,At-Risk
C03826,32,13,1950.56,150.0430769,0.035616438,1950.56,4,5,4,13,Champions,3,At-Risk
C03827,57,8,1064.51,133.06375,0.021917808,1064.51,3,4,4,11,Loyalists,3,At-Risk
C03828,306,1,59.22,59.22,0.002739726,59.22,1,1,1,3,Dormant,2,Dormant
C03829,1,18,5553.63,308.535,0.049315068,5553.63,5,5,5,15,Champions,1,Loyalists
C03830,57,1,151.43,151.43,0.002739726,151.43,3,1,2,6,At-Risk,0,At-Risk
C03831,369,2,85.16,42.58,0.005479452,85.16,1,2,1,4,Dormant,2,Dormant
C03832,291,2,30.8,15.4,0.005479452,30.8,1,2,1,4,Dormant,2,Dormant
C03833,26,11,1751.45,159.2227273,0.030136986,1751.45,4,4,4,12,Loyalists,3,At-Risk
C03834,60,11,1754.43,159.4936364,0.030136986,1754.43,3,4,4,11,Loyalists,3,At-Risk
C03835,50,9,1332.37,148.0411111,0.024657534,1332.37,4,4,4,12,Loyalists,3,At-Risk
C03836,393,1,75.38,75.38,0.002739726,75.38,1,1,1,3,Dormant,2,Dormant
C03837,9,10,2793.19,279.319,0.02739726,2793.19,5,4,4,13,Champions,1,Loyalists
C03838,363,1,50.03,50.03,0.002739726,50.03,1,1,1,3,Dormant,2,Dormant
C03839,138,2,225.95,112.975,0.005479452,225.95,2,2,2,6,At-Risk,0,At-Risk
C03840,124,4,299.29,74.8225,0.010958904,299.29,2,3,2,7,At-Risk,0,At-Risk
C03841,15,6,1592.41,265.4016667,0.016438356,1592.41,5,3,4,12,Loyalists,3,At-Risk
C03842,49,6,794.25,132.375,0.016438356,794.25,4,3,3,10,Loyalists,3,At-Risk
C03843,22,9,1445.72,160.6355556,0.024657534,1445.72,4,4,4,12,Loyalists,3,At-Risk
C03844,14,20,6069.9434,303.49717,0.054794521,6069.9434,5,5,5,15,Champions,1,Loyalists
C03845,173,3,379.74,126.58,0.008219178,379.74,2,2,3,7,At-Risk,0,At-Risk
C03846,348,1,50.5,50.5,0.002739726,50.5,1,1,1,3,Dormant,2,Dormant
C03847,110,3,184.25,61.41666667,0.008219178,184.25,3,2,2,7,At-Risk,0,At-Risk
C03848,155,4,384.8,96.2,0.010958904,384.8,2,3,3,8,At-Risk,0,At-Risk
C03849,19,18,5127.68,284.8711111,0.049315068,5127.68,4,5,5,14,Champions,1,Loyalists
C03850,56,4,608.3,152.075,0.010958904,608.3,3,3,3,9,At-Risk,0,At-Risk
C03851,17,32,9787.69,305.8653125,0.087671233,9787.69,5,5,5,15,Champions,1,Loyalists
C03852,94,4,239.17,59.7925,0.010958904,239.17,3,3,2,8,At-Risk,0,At-Risk
C03853,242,1,73.71,73.71,0.002739726,73.71,1,1,1,3,Dormant,2,Dormant
C03854,115,3,267.94,89.31333333,0.008219178,267.94,3,2,2,7,At-Risk,0,At-Risk
C03855,18,24,6924.4634,288.5193083,0.065753425,6924.4634,4,5,5,14,Champions,1,Loyalists
C03856,46,6,946,157.6666667,0.016438356,946,4,3,3,10,Loyalists,3,At-Risk
C03857,158,3,277.22,92.40666667,0.008219178,277.22,2,2,2,6,At-Risk,0,At-Risk
C03858,62,4,440.22,110.055,0.010958904,440.22,3,3,3,9,At-Risk,0,At-Risk
C03859,347,3,159.41,53.13666667,0.008219178,159.41,1,2,2,5,Dormant,2,Dormant
C03860,321,2,93.64,46.82,0.005479452,93.64,1,2,1,4,Dormant,2,Dormant
C03861,118,6,483.39,80.565,0.016438356,483.39,3,3,3,9,At-Risk,0,At-Risk
C03862,51,3,600.56,200.1866667,0.008219178,600.56,4,2,3,9,At-Risk,0,At-Risk
C03863,42,8,1221.34,152.6675,0.021917808,1221.34,4,4,4,12,Loyalists,3,At-Risk
C03864,8,14,4227.81,301.9864286,0.038356164,4227.81,5,5,5,15,Champions,1,Loyalists
C03865,67,1,103.9,103.9,0.002739726,103.9,3,1,1,5,Dormant,0,At-Risk
C03866,47,6,772.29,128.715,0.016438356,772.29,4,3,3,10,Loyalists,3,At-Risk
C03867,138,5,279.5,55.9,0.01369863,279.5,2,3,2,7,At-Risk,0,At-Risk
C03868,102,4,453.89,113.4725,0.010958904,453.89,3,3,3,9,At-Risk,0,At-Risk
C03869,23,12,3614.6,301.2166667,0.032876712,3614.6,4,5,5,14,Champions,3,At-Risk
C03870,64,4,694.3,173.575,0.010958904,694.3,3,3,3,9,At-Risk,0,At-Risk
C03871,13,16,4642,290.125,0.043835616,4642,5,5,5,15,Champions,1,Loyalists
C03872,11,7,2087.97,298.2814286,0.019178082,2087.97,5,4,4,13,Champions,3,At-Risk
C03873,244,2,136.96,68.48,0.005479452,136.96,1,2,2,5,Dormant,2,Dormant
C03874,15,12,3734.39,311.1991667,0.032876712,3734.39,5,5,5,15,Champions,1,Loyalists
C03875,47,6,886.06,147.6766667,0.016438356,886.06,4,3,3,10,Loyalists,3,At-Risk
C03876,15,15,4428.87,295.258,0.04109589,4428.87,5,5,5,15,Champions,1,Loyalists
C03877,313,2,122.26,61.13,0.005479452,122.26,1,2,2,5,Dormant,2,Dormant
C03878,88,3,207.93,69.31,0.008219178,207.93,3,2,2,7,At-Risk,0,At-Risk
C03879,8,20,6361.13,318.0565,0.054794521,6361.13,5,5,5,15,Champions,1,Loyalists
C03880,122,2,154.72,77.36,0.005479452,154.72,2,2,2,6,At-Risk,0,At-Risk
C03881,77,3,283.65,94.55,0.008219178,283.65,3,2,2,7,At-Risk,0,At-Risk
C03882,277,2,96.39,48.195,0.005479452,96.39,1,2,1,4,Dormant,2,Dormant
C03883,12,13,4070.1734,313.0902615,0.035616438,4070.1734,5,5,5,15,Champions,1,Loyalists
C03884,346,2,133.75,66.875,0.005479452,133.75,1,2,2,5,Dormant,2,Dormant
C03885,350,2,130.31,65.155,0.005479452,130.31,1,2,2,5,Dormant,2,Dormant
C03886,255,3,158.88,52.96,0.008219178,158.88,1,2,2,5,Dormant,2,Dormant
C03887,97,3,189.22,63.07333333,0.008219178,189.22,3,2,2,7,At-Risk,0,At-Risk
C03888,121,6,720.38,120.0633333,0.016438356,720.38,2,3,3,8,At-Risk,0,At-Risk
C03889,51,10,1473.98,147.398,0.02739726,1473.98,4,4,4,12,Loyalists,3,At-Risk
C03890,146,5,476.26,95.252,0.01369863,476.26,2,3,3,8,At-Risk,0,At-Risk
C03891,138,1,83,83,0.002739726,83,2,1,1,4,Dormant,2,Dormant
C03892,165,4,285.07,71.2675,0.010958904,285.07,2,3,2,7,At-Risk,0,At-Risk
C03893,58,8,1130.51,141.31375,0.021917808,1130.51,3,4,4,11,Loyalists,3,At-Risk
C03894,140,1,120.65,120.65,0.002739726,120.65,2,1,2,5,Dormant,2,Dormant
C03895,296,2,98.15,49.075,0.005479452,98.15,1,2,1,4,Dormant,2,Dormant
C03896,1,20,6346.9434,317.34717,0.054794521,6346.9434,5,5,5,15,Champions,1,Loyalists
C03897,318,1,68.53,68.53,0.002739726,68.53,1,1,1,3,Dormant,2,Dormant
C03898,152,3,318.37,106.1233333,0.008219178,318.37,2,2,2,6,At-Risk,0,At-Risk
C03899,293,2,92.82,46.41,0.005479452,92.82,1,2,1,4,Dormant,2,Dormant
C03900,53,10,1390.49,139.049,0.02739726,1390.49,3,4,4,11,Loyalists,3,At-Risk
C03901,45,6,1133.39,188.8983333,0.016438356,1133.39,4,3,4,11,Loyalists,3,At-Risk
C03902,258,1,32.52,32.52,0.002739726,32.52,1,1,1,3,Dormant,2,Dormant
C03903,43,6,854.81,142.4683333,0.016438356,854.81,4,3,3,10,Loyalists,3,At-Risk
C03904,402,1,62.97,62.97,0.002739726,62.97,1,1,1,3,Dormant,2,Dormant
C03905,45,12,1603.41,133.6175,0.032876712,1603.41,4,5,4,13,Champions,3,At-Risk
C03906,144,4,283.53,70.8825,0.010958904,283.53,2,3,2,7,At-Risk,0,At-Risk
C03907,45,5,884.45,176.89,0.01369863,884.45,4,3,3,10,Loyalists,3,At-Risk
C03908,132,5,447.44,89.488,0.01369863,447.44,2,3,3,8,At-Risk,0,At-Risk
C03909,29,4,793.2,198.3,0.010958904,793.2,4,3,3,10,Loyalists,3,At-Risk
C03910,25,21,6992.65,332.9833333,0.057534247,6992.65,4,5,5,14,Champions,1,Loyalists
C03911,55,6,858.29,143.0483333,0.016438356,858.29,3,3,3,9,At-Risk,3,At-Risk
C03912,6,21,6565.17,312.6271429,0.057534247,6565.17,5,5,5,15,Champions,1,Loyalists
C03913,324,2,128.78,64.39,0.005479452,128.78,1,2,2,5,Dormant,2,Dormant
C03914,399,1,34.6,34.6,0.002739726,34.6,1,1,1,3,Dormant,2,Dormant
C03915,33,5,735.82,147.164,0.01369863,735.82,4,3,3,10,Loyalists,3,At-Risk
C03916,150,2,51.56,25.78,0.005479452,51.56,2,2,1,5,Dormant,2,Dormant
C03917,64,6,875.91,145.985,0.016438356,875.91,3,3,3,9,At-Risk,3,At-Risk
C03918,111,6,604.22,100.7033333,0.016438356,604.22,3,3,3,9,At-Risk,0,At-Risk
C03919,324,2,78.3,39.15,0.005479452,78.3,1,2,1,4,Dormant,2,Dormant
C03920,312,3,147.96,49.32,0.008219178,147.96,1,2,2,5,Dormant,2,Dormant
C03921,20,13,2340.12,180.0092308,0.035616438,2340.12,4,5,4,13,Champions,1,Loyalists
C03922,139,2,189.9,94.95,0.005479452,189.9,2,2,2,6,At-Risk,0,At-Risk
C03923,55,6,777.51,129.585,0.016438356,777.51,3,3,3,9,At-Risk,3,At-Risk
C03924,400,1,56.13,56.13,0.002739726,56.13,1,1,1,3,Dormant,2,Dormant
C03925,11,19,5519.6234,290.5064947,0.052054795,5519.6234,5,5,5,15,Champions,1,Loyalists
C03926,147,6,465.71,77.61833333,0.016438356,465.71,2,3,3,8,At-Risk,0,At-Risk
C03927,112,2,178.53,89.265,0.005479452,178.53,3,2,2,7,At-Risk,0,At-Risk
C03928,69,4,325.72,81.43,0.010958904,325.72,3,3,2,8,At-Risk,0,At-Risk
C03929,27,14,4290.3034,306.4502429,0.038356164,4290.3034,4,5,5,14,Champions,1,Loyalists
C03930,313,1,48.73,48.73,0.002739726,48.73,1,1,1,3,Dormant,2,Dormant
C03931,48,3,994.26,331.42,0.008219178,994.26,4,2,4,10,Loyalists,0,At-Risk
C03932,138,5,364.24,72.848,0.01369863,364.24,2,3,2,7,At-Risk,0,At-Risk
C03933,23,22,6316.94,287.1336364,0.060273973,6316.94,4,5,5,14,Champions,1,Loyalists
C03934,72,8,1031.71,128.96375,0.021917808,1031.71,3,4,4,11,Loyalists,3,At-Risk
C03935,161,4,449.33,112.3325,0.010958904,449.33,2,3,3,8,At-Risk,0,At-Risk
C03936,51,6,966.38,161.0633333,0.016438356,966.38,4,3,3,10,Loyalists,3,At-Risk
C03937,9,20,6134.54,306.727,0.054794521,6134.54,5,5,5,15,Champions,1,Loyalists
C03938,17,21,6203.4334,295.4015905,0.057534247,6203.4334,5,5,5,15,Champions,1,Loyalists
C03939,35,5,718.04,143.608,0.01369863,718.04,4,3,3,10,Loyalists,3,At-Risk
C03940,171,1,62.57,62.57,0.002739726,62.57,2,1,1,4,Dormant,2,Dormant
C03941,240,1,30.72,30.72,0.002739726,30.72,1,1,1,3,Dormant,2,Dormant
C03942,20,9,3054.7634,339.4181556,0.024657534,3054.7634,4,4,4,12,Loyalists,3,At-Risk
C03943,70,7,1067.58,152.5114286,0.019178082,1067.58,3,4,4,11,Loyalists,3,At-Risk
C03944,8,19,6309.4634,332.0770211,0.052054795,6309.4634,5,5,5,15,Champions,1,Loyalists
C03945,10,14,4101.56,292.9685714,0.038356164,4101.56,5,5,5,15,Champions,1,Loyalists
C03946,200,3,364.12,121.3733333,0.008219178,364.12,2,2,2,6,At-Risk,0,At-Risk
C03947,107,5,564.23,112.846,0.01369863,564.23,3,3,3,9,At-Risk,0,At-Risk
C03948,18,17,4678.92,275.2305882,0.046575342,4678.92,4,5,5,14,Champions,1,Loyalists
C03949,15,13,3361.04,258.5415385,0.035616438,3361.04,5,5,5,15,Champions,1,Loyalists
C03950,15,11,3422.59,311.1445455,0.030136986,3422.59,5,4,5,14,Champions,1,Loyalists
C03951,321,3,129.18,43.06,0.008219178,129.18,1,2,2,5,Dormant,2,Dormant
C03952,348,3,120.81,40.27,0.008219178,120.81,1,2,2,5,Dormant,2,Dormant
C03953,25,9,3066.8734,340.7637111,0.024657534,3066.8734,4,4,4,12,Loyalists,3,At-Risk
C03954,6,6,1505.6,250.9333333,0.016438356,1505.6,5,3,4,12,Loyalists,3,At-Risk
C03955,281,2,71.57,35.785,0.005479452,71.57,1,2,1,4,Dormant,2,Dormant
C03956,370,1,53.54,53.54,0.002739726,53.54,1,1,1,3,Dormant,2,Dormant
C03957,35,5,919.53,183.906,0.01369863,919.53,4,3,3,10,Loyalists,3,At-Risk
C03958,29,10,2978.72,297.872,0.02739726,2978.72,4,4,4,12,Loyalists,3,At-Risk
C03959,22,18,5050.58,280.5877778,0.049315068,5050.58,4,5,5,14,Champions,1,Loyalists
C03960,105,5,425.25,85.05,0.01369863,425.25,3,3,3,9,At-Risk,0,At-Risk
C03961,55,4,679.21,169.8025,0.010958904,679.21,3,3,3,9,At-Risk,0,At-Risk
C03962,12,23,7035.16,305.8765217,0.063013699,7035.16,5,5,5,15,Champions,1,Loyalists
C03963,95,5,470.11,94.022,0.01369863,470.11,3,3,3,9,At-Risk,0,At-Risk
C03964,10,9,2585.41,287.2677778,0.024657534,2585.41,5,4,4,13,Champions,3,At-Risk
C03965,118,5,433.43,86.686,0.01369863,433.43,3,3,3,9,At-Risk,0,At-Risk
C03966,46,9,1528.07,169.7855556,0.024657534,1528.07,4,4,4,12,Loyalists,3,At-Risk
C03967,11,20,6519.5734,325.97867,0.054794521,6519.5734,5,5,5,15,Champions,1,Loyalists
C03968,120,8,911.18,113.8975,0.021917808,911.18,2,4,3,9,At-Risk,0,At-Risk
C03969,79,5,542.27,108.454,0.01369863,542.27,3,3,3,9,At-Risk,0,At-Risk
C03970,330,2,63.43,31.715,0.005479452,63.43,1,2,1,4,Dormant,2,Dormant
C03971,139,4,361.15,90.2875,0.010958904,361.15,2,3,2,7,At-Risk,0,At-Risk
C03972,45,8,1434.78,179.3475,0.021917808,1434.78,4,4,4,12,Loyalists,3,At-Risk
C03973,124,4,381.35,95.3375,0.010958904,381.35,2,3,3,8,At-Risk,0,At-Risk
C03974,34,7,1119.43,159.9185714,0.019178082,1119.43,4,4,4,12,Loyalists,3,At-Risk
C03975,322,1,59.67,59.67,0.002739726,59.67,1,1,1,3,Dormant,2,Dormant
C03976,36,11,1557.76,141.6145455,0.030136986,1557.76,4,4,4,12,Loyalists,3,At-Risk
C03977,96,2,151.18,75.59,0.005479452,151.18,3,2,2,7,At-Risk,0,At-Risk
C03978,23,11,3720.02,338.1836364,0.030136986,3720.02,4,4,5,13,Champions,3,At-Risk
C03979,57,8,834.94,104.3675,0.021917808,834.94,3,4,3,10,Loyalists,3,At-Risk
C03980,315,1,82.89,82.89,0.002739726,82.89,1,1,1,3,Dormant,2,Dormant
C03981,267,3,95.17,31.72333333,0.008219178,95.17,1,2,1,4,Dormant,2,Dormant
C03982,7,17,5012.37,294.8452941,0.046575342,5012.37,5,5,5,15,Champions,1,Loyalists
C03983,12,13,3944.44,303.4184615,0.035616438,3944.44,5,5,5,15,Champions,1,Loyalists
C03984,370,3,166.23,55.41,0.008219178,166.23,1,2,2,5,Dormant,2,Dormant
C03985,315,2,125.59,62.795,0.005479452,125.59,1,2,2,5,Dormant,2,Dormant
C03986,65,1,251.18,251.18,0.002739726,251.18,3,1,2,6,At-Risk,0,At-Risk
C03987,43,7,1044.67,149.2385714,0.019178082,1044.67,4,4,4,12,Loyalists,3,At-Risk
C03988,67,6,1100.62,183.4366667,0.016438356,1100.62,3,3,4,10,Loyalists,3,At-Risk
C03989,413,1,39.45,39.45,0.002739726,39.45,1,1,1,3,Dormant,2,Dormant
C03990,13,21,5941.92,282.9485714,0.057534247,5941.92,5,5,5,15,Champions,1,Loyalists
C03991,23,13,3827.19,294.3992308,0.035616438,3827.19,4,5,5,14,Champions,1,Loyalists
C03992,131,5,541.61,108.322,0.01369863,541.61,2,3,3,8,At-Risk,0,At-Risk
C03993,26,10,3082.07,308.207,0.02739726,3082.07,4,4,4,12,Loyalists,3,At-Risk
C03994,1,4,555.39,138.8475,0.010958904,555.39,5,3,3,11,Loyalists,3,At-Risk
C03995,43,10,1425.76,142.576,0.02739726,1425.76,4,4,4,12,Loyalists,3,At-Risk
C03996,49,5,758.3,151.66,0.01369863,758.3,4,3,3,10,Loyalists,3,At-Risk
C03997,57,3,417.72,139.24,0.008219178,417.72,3,2,3,8,At-Risk,0,At-Risk
C03998,113,3,311.56,103.8533333,0.008219178,311.56,3,2,2,7,At-Risk,0,At-Risk
C03999,17,5,1302.6,260.52,0.01369863,1302.6,5,3,4,12,Loyalists,3,At-Risk
C04000,131,6,491.04,81.84,0.016438356,491.04,2,3,3,8,At-Risk,0,At-Risk
C04001,379,2,131.12,65.56,0.005479452,131.12,1,2,2,5,Dormant,2,Dormant
C04002,106,3,231.14,77.04666667,0.008219178,231.14,3,2,2,7,At-Risk,0,At-Risk
C04003,6,17,4669.95,274.7029412,0.046575342,4669.95,5,5,5,15,Champions,1,Loyalists
C04004,22,10,3076.5634,307.65634,0.02739726,3076.5634,4,4,4,12,Loyalists,3,At-Risk
C04005,26,7,1128.41,161.2014286,0.019178082,1128.41,4,4,4,12,Loyalists,3,At-Risk
C04006,35,8,1172.71,146.58875,0.021917808,1172.71,4,4,4,12,Loyalists,3,At-Risk
C04007,60,9,1629.73,181.0811111,0.024657534,1629.73,3,4,4,11,Loyalists,3,At-Risk
C04008,69,6,530.24,88.37333333,0.016438356,530.24,3,3,3,9,At-Risk,0,At-Risk
C04009,11,17,5007.13,294.5370588,0.046575342,5007.13,5,5,5,15,Champions,1,Loyalists
C04010,9,16,4555.02,284.68875,0.043835616,4555.02,5,5,5,15,Champions,1,Loyalists
C04011,28,12,2008.09,167.3408333,0.032876712,2008.09,4,5,4,13,Champions,3,At-Risk
C04012,94,7,568.9,81.27142857,0.019178082,568.9,3,4,3,10,Loyalists,0,At-Risk
C04013,6,14,4251.83,303.7021429,0.038356164,4251.83,5,5,5,15,Champions,1,Loyalists
C04014,149,6,646.19,107.6983333,0.016438356,646.19,2,3,3,8,At-Risk,0,At-Risk
C04015,35,10,1287.01,128.701,0.02739726,1287.01,4,4,4,12,Loyalists,3,At-Risk
C04016,312,2,104.58,52.29,0.005479452,104.58,1,2,1,4,Dormant,2,Dormant
C04017,395,1,31.96,31.96,0.002739726,31.96,1,1,1,3,Dormant,2,Dormant
C04018,42,8,1033.61,129.20125,0.021917808,1033.61,4,4,4,12,Loyalists,3,At-Risk
C04019,7,9,2362.76,262.5288889,0.024657534,2362.76,5,4,4,13,Champions,3,At-Risk
C04020,89,7,1090.36,155.7657143,0.019178082,1090.36,3,4,4,11,Loyalists,3,At-Risk
C04021,14,19,6464.99,340.2626316,0.052054795,6464.99,5,5,5,15,Champions,1,Loyalists
C04022,128,3,367.1,122.3666667,0.008219178,367.1,2,2,2,6,At-Risk,0,At-Risk
C04023,395,2,94.28,47.14,0.005479452,94.28,1,2,1,4,Dormant,2,Dormant
C04024,134,5,442.52,88.504,0.01369863,442.52,2,3,3,8,At-Risk,0,At-Risk
C04025,355,1,36.29,36.29,0.002739726,36.29,1,1,1,3,Dormant,2,Dormant
C04026,42,8,1228.93,153.61625,0.021917808,1228.93,4,4,4,12,Loyalists,3,At-Risk
C04027,16,14,4459.46,318.5328571,0.038356164,4459.46,5,5,5,15,Champions,1,Loyalists
C04028,151,3,247.44,82.48,0.008219178,247.44,2,2,2,6,At-Risk,0,At-Risk
C04029,63,3,484.34,161.4466667,0.008219178,484.34,3,2,3,8,At-Risk,0,At-Risk
C04030,157,1,73.01,73.01,0.002739726,73.01,2,1,1,4,Dormant,2,Dormant
C04031,24,1,68.91,68.91,0.002739726,68.91,4,1,1,6,At-Risk,0,At-Risk
C04032,16,19,5828.0434,306.7391263,0.052054795,5828.0434,5,5,5,15,Champions,1,Loyalists
C04033,327,3,142.83,47.61,0.008219178,142.83,1,2,2,5,Dormant,2,Dormant
C04034,5,22,7099.93,322.7240909,0.060273973,7099.93,5,5,5,15,Champions,1,Loyalists
C04035,362,1,31.69,31.69,0.002739726,31.69,1,1,1,3,Dormant,2,Dormant
C04036,348,1,68.93,68.93,0.002739726,68.93,1,1,1,3,Dormant,2,Dormant
C04037,144,3,360.46,120.1533333,0.008219178,360.46,2,2,2,6,At-Risk,0,At-Risk
C04038,140,5,374.53,74.906,0.01369863,374.53,2,3,3,8,At-Risk,0,At-Risk
C04039,131,1,93.97,93.97,0.002739726,93.97,2,1,1,4,Dormant,2,Dormant
C04040,304,3,121.43,40.47666667,0.008219178,121.43,1,2,2,5,Dormant,2,Dormant
C04041,47,9,1474.89,163.8766667,0.024657534,1474.89,4,4,4,12,Loyalists,3,At-Risk
C04042,36,5,795.51,159.102,0.01369863,795.51,4,3,3,10,Loyalists,3,At-Risk
C04043,187,2,161.85,80.925,0.005479452,161.85,2,2,2,6,At-Risk,2,Dormant
C04044,27,4,660.57,165.1425,0.010958904,660.57,4,3,3,10,Loyalists,3,At-Risk
C04045,35,7,1038.97,148.4242857,0.019178082,1038.97,4,4,4,12,Loyalists,3,At-Risk
C04046,32,7,989.47,141.3528571,0.019178082,989.47,4,4,3,11,Loyalists,3,At-Risk
C04047,117,3,238.69,79.56333333,0.008219178,238.69,3,2,2,7,At-Risk,0,At-Risk
C04048,373,3,91.48,30.49333333,0.008219178,91.48,1,2,1,4,Dormant,2,Dormant
C04049,9,10,3108.9634,310.89634,0.02739726,3108.9634,5,4,4,13,Champions,1,Loyalists
C04050,347,1,54.13,54.13,0.002739726,54.13,1,1,1,3,Dormant,2,Dormant
C04051,103,1,47.66,47.66,0.002739726,47.66,3,1,1,5,Dormant,2,Dormant
C04052,234,2,80.06,40.03,0.005479452,80.06,1,2,1,4,Dormant,2,Dormant
C04053,185,4,423.01,105.7525,0.010958904,423.01,2,3,3,8,At-Risk,0,At-Risk
